"North Las Vegas, Nevada","Las Vegas, Nevada",4
"North Las Vegas, Nevada","Henderson, Nevada",14
"North Las Vegas, Nevada","Paradise, Nevada",11
"Des Moines, Iowa","Omaha, Nebraska",135
"Des Moines, Iowa","Kansas City, Missouri",190
"Des Moines, Iowa","Minneapolis, Minnesota",240
"Des Moines, Iowa","St. Louis, Missouri",255
"Des Moines, Iowa","Chicago, Illinois",135
"Salt Lake City, Utah","Cheyenne, Wyoming",450
"Salt Lake City, Utah","Fort Collins, Colorado",520
"Salt Lake City, Utah","Las Vegas, Nevada",421
"Salt Lake City, Utah","Sacramento, California",541
"Salt Lake City, Utah","Albuquerque, New Mexico",571
"Salt Lake City, Utah","Provo, Utah",45
"Salt Lake City, Utah","Orem, Utah",42
"Salt Lake City, Utah","Tooele, Utah",30
"Salt Lake City, Utah","Grantsville, Utah",35
"Salt Lake City, Utah","Ogden, Utah",40
"Salt Lake City, Utah","Brigham City, Utah",60
"Boston, Massachusetts","Buffalo, New York",396
"Winston-Salem, North Carolina","Roanoke, Virginia",100
"Winston-Salem, North Carolina","Charlottesville, Virginia",180
"Winston-Salem, North Carolina","Greensboro, North Carolina",30
"Winston-Salem, North Carolina","Charlotte, North Carolina",80
"Winston-Salem, North Carolina","Raleigh, North Carolina",120
"Winston-Salem, North Carolina","Asheville, North Carolina",100
"Winston-Salem, North Carolina","Charlotte, North Carolina",80
"Boise, Idaho","Twin Falls, Idaho",125
"Boise, Idaho","Ontario, Oregon",80
"Boise, Idaho","Spokane, Washington",350
"Boise, Idaho","Missoula, Montana",270
"Boise, Idaho","Elko, Nevada",200
"Albuquerque, New Mexico","Las Vegas, Nevada",572
"Las Vegas, Nevada","Albuquerque, New Mexico",572
"Twin Falls, Idaho","Salt Lake City, Utah",165
"Salt Lake City, Utah","Twin Falls, Idaho",165
"Reno, Nevada","Twin Falls, Idaho",362
"Reno, Nevada, Utah","Salt Lake City, Utah",518
"Juneau, Alaska"
